Entry	Entry Name	Protein names	Gene Names	Organism	Length	Keywords
D9TT09	SUCPP_THETC	Sucrose 6(F)-phosphate phosphorylase (EC 2.4.1.329) (Sucrose 6'-phosphate phosphorylase) (SPP)	spp Tthe_1921	Thermoanaerobacterium thermosaccharolyticum (strain ATCC 7956 / DSM 571 / NCIMB 9385 / NCA 3814 / NCTC 13789 / WDCM 00135 / 2032) (Clostridium thermosaccharolyticum)	488	3D-structure;Carbohydrate metabolism;Glycosyltransferase;Reference proteome;Transferase
E1BSI0	PARP3_CHICK	Protein mono-ADP-ribosyltransferase PARP3 (cPARP3) (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 3) (ARTD3) (DNA ADP-ribosyltransferase PARP3) (EC 2.4.2.-) (NAD(+) ADP-ribosyltransferase 3) (ADPRT-3)	PARP3	Gallus gallus (Chicken)	526	ADP-ribosylation;Chromosome;Cytoplasm;Cytoskeleton;DNA damage;DNA repair;Glycosyltransferase;NAD;Nucleotidyltransferase;Nucleus;Reference proteome;Transferase
E2RG47	STT3B_CANLF	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B (Oligosaccharyl transferase subunit STT3B) (STT3-B) (EC 2.4.99.18)	STT3B	Canis lupus familiaris (Dog) (Canis familiaris)	826	Acetylation;Endoplasmic reticulum;Glycoprotein;Glycosyltransferase;Magnesium;Manganese;Membrane;Metal-binding;Phosphoprotein;Reference proteome;Transferase;Transmembrane;Transmembrane helix
E3W9M2	AA5GT_DIACA	Cyanidin 3-O-glucoside 5-O-glucosyltransferase (acyl-glucose) (AA5GT) (Dc AA5GT) (EC 2.4.1.299) (Acyl-glucose-dependent anthocyanin 5-O-glucosytransferase) (Beta-glucosidase like protein) (DcBGLUL)	AA5GT	Dianthus caryophyllus (Carnation) (Clove pink)	502	Direct protein sequencing;Glycoprotein;Glycosyltransferase;Signal;Transferase;Vacuole
E3W9M3	AA7GT_DELGR	Cyanidin 3-O-glucoside 7-O-glucosyltransferase (acyl-glucose) (AA7GT) (Dg AA7GT) (EC 2.4.1.300) (Acyl-glucose-dependent anthocyanin 7-O-glucosytransferase) (Beta-glucosidase like protein) (DgBGLUL)	AA7GT	Delphinium grandiflorum (Siberian larkspur) (Delphinium sinense)	505	Disulfide bond;Glycoprotein;Glycosyltransferase;Signal;Transferase;Vacuole
E9EFJ1	CHS5_METAQ	Chitin synthase V (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase AV) (Class-V chitin synthase V)	ChsV MAC_08639	Metarhizium acridum (strain CQMa 102)	1850	Actin-binding;ATP-binding;Cell membrane;Glycoprotein;Glycosyltransferase;Membrane;Motor protein;Myosin;Nucleotide-binding;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Virulence
E9PYK3	PARP4_MOUSE	Protein mono-ADP-ribosyltransferase PARP4 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 4) (ARTD4) (Poly [ADP-ribose] polymerase 4) (PARP-4) (Vault poly(ADP-ribose) polymerase) (VPARP) (mVparp)	Parp4 Kiaa0177	Mus musculus (Mouse)	1969	Cytoplasm;Glycosyltransferase;Methylation;NAD;Nucleotidyltransferase;Nucleus;Phosphoprotein;Reference proteome;Ribonucleoprotein;Transferase
F1PJP5	STT3A_CANLF	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A (Oligosaccharyl transferase subunit STT3A) (STT3-A) (EC 2.4.99.18)	STT3A	Canis lupus familiaris (Dog) (Canis familiaris)	705	3D-structure;Endoplasmic reticulum;Glycoprotein;Glycosyltransferase;Magnesium;Manganese;Membrane;Metal-binding;Reference proteome;Transferase;Transmembrane;Transmembrane helix
F1Q8R9	POMT2_DANRE	Protein O-mannosyl-transferase 2 (EC 2.4.1.109)	pomt2	Danio rerio (Zebrafish) (Brachydanio rerio)	756	Endoplasmic reticulum;Glycosyltransferase;Membrane;Reference proteome;Repeat;Transferase;Transmembrane;Transmembrane helix
F1QF89	POMT1_DANRE	Protein O-mannosyl-transferase 1 (EC 2.4.1.109)	pomt1	Danio rerio (Zebrafish) (Brachydanio rerio)	720	Endoplasmic reticulum;Glycosyltransferase;Membrane;Reference proteome;Repeat;Transferase;Transmembrane;Transmembrane helix
F4IAG2	SSY3_ARATH	Starch synthase 3, chloroplastic/amyloplastic (AtSS3) (EC 2.4.1.21) (Soluble starch synthase III)	SS3 At1g11720 F25C20.13	Arabidopsis thaliana (Mouse-ear cress)	1042	Alternative splicing;Amyloplast;Chloroplast;Coiled coil;Glycosyltransferase;Plastid;Reference proteome;Starch biosynthesis;Transferase;Transit peptide
F4K6F1	GT18_ARATH	Xyloglucan galactosyltransferase XLT2 (EC 2.4.1.-) (Glycosyltransferase 18) (AtGT18) (Protein XYLOGLUCAN L-SIDE CHAIN GALACTOSYLTRANSFERASE POSITION 2)	XLT2 GT18 At5g62220 MMI9.5	Arabidopsis thaliana (Mouse-ear cress)	517	Glycoprotein;Glycosyltransferase;Golgi apparatus;Membrane;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
F6Q1T7	FUT1_BOVIN	Galactoside alpha-(1,2)-fucosyltransferase 1 (Alpha(1,2)FT 1) (Blood group H alpha 2-fucosyltransferase) (Fucosyltransferase 1) (GDP-L-fucose:beta-D-galactoside 2-alpha-L-fucosyltransferase 1) (Type 1 galactoside alpha-(1,2)-fucosyltransferase FUT1) (EC 2.4.1.69) (Type 2 galactoside alpha-(1,2)-fucosyltransferase FUT1) (EC 2.4.1.344)	FUT1	Bos taurus (Bovine)	360	Glycoprotein;Glycosyltransferase;Golgi apparatus;Lipid metabolism;Membrane;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
G2WS87	CHS6_VERDV	Chitin synthase 6 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase 6) (Class-V chitin synthase 6)	CHS6 VDAG_00420	Verticillium dahliae (strain VdLs.17 / ATCC MYA-4575 / FGSC 10137) (Verticillium wilt)	1869	Actin-binding;ATP-binding;Cell membrane;Glycoprotein;Glycosyltransferase;Membrane;Motor protein;Myosin;Nucleotide-binding;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Virulence
G3J3K0	FKS1_CORMM	1,3-beta-glucan synthase component (EC 2.4.1.34) (1,3-beta-D-glucan-UDP glucosyltransferase) (CmGLS)	GLS1 CCM_01185	Cordyceps militaris (strain CM01) (Caterpillar fungus)	1946	Cell membrane;Cell wall biogenesis/degradation;Glycoprotein;Glycosyltransferase;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix
G3MZR2	FUT7_BOVIN	Alpha-(1,3)-fucosyltransferase 7 (bfut7) (EC 2.4.1.-) (Fucosyltransferase 7) (Fucosyltransferase VII) (Fuc-TVII) (FucT-VII) (Galactoside 3-L-fucosyltransferase) (Selectin ligand synthase)	FUT7	Bos taurus (Bovine)	342	Disulfide bond;Glycoprotein;Glycosyltransferase;Membrane;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
G3V9D0	PGLT1_RAT	Protein O-glucosyltransferase 1 (EC 2.4.1.376) (O-glucosyltransferase Rumi homolog) (Protein O-xylosyltransferase) (EC 2.4.2.63)	Poglut1	Rattus norvegicus (Rat)	392	Developmental protein;Disulfide bond;Endoplasmic reticulum;Gastrulation;Glycoprotein;Glycosyltransferase;Reference proteome;Signal;Transferase
G4N0X4	CHS6_PYRO7	Chitin synthase 6 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase 1) (Class-V chitin synthase 1)	CHS6 MGG_13013	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae)	1872	Actin-binding;ATP-binding;Cell membrane;Glycoprotein;Glycosyltransferase;Membrane;Motor protein;Myosin;Nucleotide-binding;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Virulence
G4Z2L3	CHS1_PHYSP	Chitin synthase 1 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase 1) (Class-II chitin synthase 1)	CHS1 PHYSODRAFT_557500	Phytophthora sojae (strain P6497) (Soybean stem and root rot agent) (Phytophthora megasperma f. sp. glycines)	913	3D-structure;Cell membrane;Cell wall biogenesis/degradation;Glycoprotein;Glycosyltransferase;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Virulence
G5AY81	HYAS2_HETGA	Hyaluronan synthase 2 (EC 2.4.1.212) (Hyaluronate synthase 2) (Hyaluronic acid synthase 2)	Has2	Heterocephalus glaber (Naked mole rat)	552	Cell membrane;Endoplasmic reticulum;Glycoprotein;Glycosyltransferase;Golgi apparatus;Isopeptide bond;Lysosome;Membrane;Phosphoprotein;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Ubl conjugation
G5DAC6	XTH1_DIOKA	Xyloglucan endotransglucosylase protein 1 (XET protein 1) (EC 2.4.1.207) (DkXTH1) (Xyloglucan endotransglucosylase/hydrolase protein 1) (XTH protein 1)	XTH1	Diospyros kaki (Kaki persimmon) (Diospyros chinensis)	287	Apoplast;Cell wall;Cell wall biogenesis/degradation;Disulfide bond;Fruit ripening;Glycoprotein;Glycosidase;Glycosyltransferase;Hydrolase;Secreted;Signal;Transferase
G5DAC7	XTH2_DIOKA	Xyloglucan endotransglucosylase protein 2 (XET protein 2) (EC 2.4.1.207) (DkXTH2) (Xyloglucan endotransglucosylase/hydrolase protein 2) (XTH protein 2)	XTH2	Diospyros kaki (Kaki persimmon) (Diospyros chinensis)	295	Apoplast;Cell wall;Cell wall biogenesis/degradation;Disulfide bond;Fruit ripening;Glycoprotein;Glycosidase;Glycosyltransferase;Hydrolase;Secreted;Signal;Transferase
G5EB74	CHS5_EMENI	Chitin synthase csmA (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase csmA) (Class-V chitin synthase csmA)	csmA ANIA_06318	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	1852	Actin-binding;ATP-binding;Cell membrane;Glycoprotein;Glycosyltransferase;Membrane;Motor protein;Myosin;Nucleotide-binding;Reference proteome;Transferase;Transmembrane;Transmembrane helix
G5EBQ8	CHS2_CAEEL	Chitin synthase chs-2 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase chs-2)	chs-2 F48A11.1	Caenorhabditis elegans	1668	Alternative splicing;Cell membrane;Coiled coil;Developmental protein;Glycoprotein;Glycosyltransferase;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix
G5ECD6	CHS1_CAEEL	Chitin synthase chs-1 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase chs-1)	chs-1 T25G3.2	Caenorhabditis elegans	1322	Cell membrane;Coiled coil;Glycoprotein;Glycosyltransferase;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix
G5EDR5	FUTA_CAEEL	Alpha-(1,3)-fucosyltransferase fut-1 (EC 2.4.1.214) (Fucosyltransferase fut-1)	fut-1 CEFT-1 K08F8.3	Caenorhabditis elegans	433	Glycoprotein;Glycosyltransferase;Golgi apparatus;Magnesium;Manganese;Membrane;Metal-binding;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
G5EDZ2	UMPS_CAEEL	Uridine 5'-monophosphate synthase (UMP synthase) [Includes: Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10); Orotidine 5'-phosphate decarboxylase (ODC) (ODCase) (EC 4.1.1.23)]	umps-1 rad-6 T07C4.1	Caenorhabditis elegans	497	Cytoplasm;Decarboxylase;Glycosyltransferase;Lyase;Multifunctional enzyme;Pyrimidine biosynthesis;Reference proteome;Transferase
G5EE06	FUTD_CAEEL	Alpha-(1,3)-fucosyltransferase fut-5 (EC 2.4.1.65) (Fucosyltransferase fut-5)	fut-5 CEFT-2 T05A7.10	Caenorhabditis elegans	378	Calcium;Glycoprotein;Glycosyltransferase;Golgi apparatus;Membrane;Metal-binding;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
G5EEE1	FUTE_CAEEL	Alpha-(1,3)-fucosyltransferase fut-6 (EC 2.4.1.-)	fut-6 CEFT-3 T05A7.5	Caenorhabditis elegans	392	Glycoprotein;Glycosyltransferase;Golgi apparatus;Membrane;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
G5EFE7	FUT8_CAEEL	Alpha-(1,6)-fucosyltransferase (Alpha1-6FucT) (EC 2.4.1.68) (Fucosyltransferase 8) (GDP-L-Fuc:N-acetyl-beta-D-glucosaminide alpha1,6-fucosyltransferase) (GDP-fucose--glycoprotein fucosyltransferase) (Glycoprotein 6-alpha-L-fucosyltransferase)	fut-8 C10F3.6	Caenorhabditis elegans	559	Disulfide bond;Glycoprotein;Glycosyltransferase;Golgi apparatus;Magnesium;Manganese;Membrane;Metal-binding;Reference proteome;SH3 domain;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
G5EFP5	FUTC_CAEEL	Alpha-(1,3)-fucosyltransferase fut-3 (EC 2.4.1.65) (Fucosyltransferase fut-3)	fut-3 CEFT-4 F59E12.13	Caenorhabditis elegans	400	Glycoprotein;Glycosyltransferase;Golgi apparatus;Membrane;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
H0ZAB5	GALT3_TAEGU	Polypeptide N-acetylgalactosaminyltransferase 3 (EC 2.4.1.41)	GALNT3	Taeniopygia guttata (Zebra finch) (Poephila guttata)	616	3D-structure;Disulfide bond;Glycoprotein;Glycosyltransferase;Golgi apparatus;Lectin;Manganese;Membrane;Metal-binding;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
H6C7U6	CHS4_EXODN	Chitin synthase 4 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase 4) (Class-IV chitin synthase 4)	CHS4 HMPREF1120_07721	Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis)	1218	Cell membrane;Glycoprotein;Glycosyltransferase;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix
H6CAN5	CHS5_EXODN	Chitin synthase 5 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase 5) (Class-V chitin synthase 5)	CHS5 HMPREF1120_08776	Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis)	1885	Actin-binding;ATP-binding;Cell membrane;Glycoprotein;Glycosyltransferase;Membrane;Motor protein;Myosin;Nucleotide-binding;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Virulence;Zymogen
I0AIT9	B12GT_IGNAJ	Beta-1,2-glucosyltransferase (EC 2.4.1.391) (Beta-1,2-glucooligosaccharide:D-glucoside beta-D-glucosyltransferase) (IaSGT)	IALB_1185	Ignavibacterium album (strain DSM 19864 / JCM 16511 / NBRC 101810 / Mat9-16)	716	3D-structure;Cytoplasm;Glycosyltransferase;Reference proteome;Transferase
I1RE84	CHS5_GIBZE	Chitin synthase 5 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase 5) (Class-VI chitin synthase 5)	CHS5 FG01964 FGRAMPH1_01T04741	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	1864	Actin-binding;ATP-binding;Cell membrane;Glycoprotein;Glycosyltransferase;Membrane;Motor protein;Myosin;Nucleotide-binding;Reference proteome;Transferase;Transmembrane;Transmembrane helix
J9VNT4	CHS5_CRYN9	Chitin synthase 5 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase 5) (Class-V chitin synthase 5)	CHS5 CNAG_05818	Cryptococcus neoformans (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487) (Cryptococcus neoformans var. grubii serotype A)	1931	Actin-binding;ATP-binding;Cell membrane;Cell wall biogenesis/degradation;Glycoprotein;Glycosyltransferase;Membrane;Motor protein;Myosin;Nucleotide-binding;Reference proteome;Transferase;Transmembrane;Transmembrane helix
J9VXM5	CHS3_CRYN9	Chitin synthase 3 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase 3) (Class-IV chitin synthase 3)	CHS3 CNAG_05581	Cryptococcus neoformans (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487) (Cryptococcus neoformans var. grubii serotype A)	1421	Cell membrane;Cell wall biogenesis/degradation;Glycoprotein;Glycosyltransferase;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix
K4CWS6	U75C1_SOLLC	UDP-glycosyltransferase 75C1 (Abscisic acid beta-glucosyltransferase) (Indole-3-acetate beta-glucosyltransferase) (SlUGT75C1) (EC 2.4.1.121) (EC 2.4.1.263)	UGT75C1 Solyc09g092500.1.1	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	470	Abscisic acid signaling pathway;Cytoplasm;Developmental protein;Glycosyltransferase;Nucleus;Reference proteome;Transferase
K7NBW3	74AC1_SIRGR	Mogroside I-E synthase (EC 2.4.1.350) (UDP-glycosyltransferase 74-359-2) (UGT74-359-2) (UDP-glycosyltransferase 74AC1) (SgUGT74AC1)	UGT74AC1 UDPG1	Siraitia grosvenorii (Monk's fruit) (Momordica grosvenorii)	454	3D-structure;Disulfide bond;Glycosyltransferase;Transferase
L7YAI7	B4GA1_DANRE	Beta-1,4-glucuronyltransferase 1 (EC 2.4.1.-) (I-beta-1,3-N-acetylglucosaminyltransferase) (N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase) (Poly-N-acetyllactosamine extension enzyme) (UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1)	b4gat1 b3gnt1	Danio rerio (Zebrafish) (Brachydanio rerio)	431	Glycoprotein;Glycosyltransferase;Golgi apparatus;Manganese;Membrane;Metal-binding;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
M4QN28	WBDA_ECOLX	Serotype-specific mannosyltransferase WbdA (EC 2.4.1.371) (Bifunctional alpha-(1->2), alpha-(1->3)-mannosyltransferase) (O-antigen chain mannosyltransferase A) (Polymannosyl GlcNAc-diphospho-ditrans,octacis-undecaprenol 2,3-alpha-mannosylpolymerase) [Includes: alpha-(1->2)-mannosyltransferase; alpha-(1->3)-mannosyltransferase]	wbdA mtfA	Escherichia coli	840	Cell inner membrane;Cell membrane;Glycosyltransferase;Lipopolysaccharide biosynthesis;Membrane;Repeat;Transferase
O00219	HYAS3_HUMAN	Hyaluronan synthase 3 (EC 2.4.1.212) (Hyaluronate synthase 3) (Hyaluronic acid synthase 3) (HA synthase 3)	HAS3	Homo sapiens (Human)	553	Alternative splicing;Cell membrane;Endosome;Glycoprotein;Glycosyltransferase;Golgi apparatus;Membrane;Proteomics identification;Reference proteome;Transferase;Transmembrane;Transmembrane helix
O00587	MFNG_HUMAN	Beta-1,3-N-acetylglucosaminyltransferase manic fringe (EC 2.4.1.222) (O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase)	MFNG	Homo sapiens (Human)	321	Alternative splicing;Developmental protein;Disulfide bond;Glycoprotein;Glycosyltransferase;Golgi apparatus;Manganese;Membrane;Metal-binding;Proteomics identification;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
O01346	EGH_DROME	Glycolipid beta-1,4-mannosyltransferase egh (EC 2.4.1.-) (GDP-Man:beta-Glc beta1,4-Mannosyl transferase) (Protein egghead) (Protein zeste-white 4)	egh l(1)3Ae zw4 CG9659	Drosophila melanogaster (Fruit fly)	457	Developmental protein;Glycosyltransferase;Golgi apparatus;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix
O01705	EXTL3_CAEEL	Exostosin-like-3 homolog (EC 2.4.1.223) (EC 2.4.1.224) (EC 2.4.1.225) (Glucuronyl-galactosyl-proteoglycan 4-alpha-N- acetylglucosaminyltransferase) (GlcNAc transferase I) (GlcNAcT-I) (Glucuronyl-galactosyl-proteoglycan/Glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase) (GlcAT-II) (GlcNAc transferase II) (GlcNAcT-II) (Glucuronyl transferase II) (Multiple exostoses homolog 2)	rib-2 K01G5.6	Caenorhabditis elegans	814	Disulfide bond;Endoplasmic reticulum;Glycoprotein;Glycosyltransferase;Golgi apparatus;Manganese;Membrane;Metal-binding;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
O05131	PBPA_NEIGO	Penicillin-binding protein 1A (PBP-1a) (PBP1a) [Includes: Penicillin-insensitive transglycosylase (EC 2.4.99.28) (Peptidoglycan TGase); Penicillin-sensitive transpeptidase (EC 3.4.16.4) (DD-transpeptidase)]	mrcA ponA	Neisseria gonorrhoeae	798	Antibiotic resistance;Carboxypeptidase;Cell inner membrane;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Direct protein sequencing;Glycosyltransferase;Hydrolase;Membrane;Multifunctional enzyme;Peptidoglycan synthesis;Protease;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
O08314	TGT_HELPY	Queuine tRNA-ribosyltransferase (EC 2.4.2.29) (Guanine insertion enzyme) (tRNA-guanine transglycosylase)	tgt HP_0281	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	371	Glycosyltransferase;Metal-binding;Queuosine biosynthesis;Reference proteome;Transferase;tRNA processing;Zinc
O08650	HYAS3_MOUSE	Hyaluronan synthase 3 (EC 2.4.1.212) (Hyaluronate synthase 3) (Hyaluronic acid synthase 3) (HA synthase 3)	Has3	Mus musculus (Mouse)	554	Cell membrane;Cytoplasmic vesicle;Glycoprotein;Glycosyltransferase;Golgi apparatus;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix
O08832	GALT4_MOUSE	Polypeptide N-acetylgalactosaminyltransferase 4 (EC 2.4.1.41) (Polypeptide GalNAc transferase 4) (GalNAc-T4) (pp-GaNTase 4) (Protein-UDP acetylgalactosaminyltransferase 4) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 4)	Galnt4	Mus musculus (Mouse)	578	Disulfide bond;Glycoprotein;Glycosyltransferase;Golgi apparatus;Lectin;Manganese;Membrane;Metal-binding;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
O08912	GALT1_MOUSE	Polypeptide N-acetylgalactosaminyltransferase 1 (EC 2.4.1.41) (Polypeptide GalNAc transferase 1) (GalNAc-T1) (pp-GaNTase 1) (Protein-UDP acetylgalactosaminyltransferase 1) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 1) [Cleaved into: Polypeptide N-acetylgalactosaminyltransferase 1 soluble form]	Galnt1	Mus musculus (Mouse)	559	3D-structure;Disulfide bond;Glycoprotein;Glycosyltransferase;Golgi apparatus;Lectin;Manganese;Membrane;Metal-binding;Reference proteome;Secreted;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
O09008	MFNG_MOUSE	Beta-1,3-N-acetylglucosaminyltransferase manic fringe (EC 2.4.1.222) (O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase)	Mfng	Mus musculus (Mouse)	321	3D-structure;Developmental protein;Disulfide bond;Glycoprotein;Glycosyltransferase;Golgi apparatus;Manganese;Membrane;Metal-binding;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
O09009	RFNG_MOUSE	Beta-1,3-N-acetylglucosaminyltransferase radical fringe (EC 2.4.1.222) (O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase)	Rfng	Mus musculus (Mouse)	332	Developmental protein;Differentiation;Disulfide bond;Glycoprotein;Glycosyltransferase;Golgi apparatus;Manganese;Membrane;Metal-binding;Neurogenesis;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
O09010	LFNG_MOUSE	Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe (EC 2.4.1.222) (O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase)	Lfng	Mus musculus (Mouse)	378	Developmental protein;Disulfide bond;Glycoprotein;Glycosyltransferase;Golgi apparatus;Manganese;Membrane;Metal-binding;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
