protein_id,sequence_hash,sequence_length,cluster_id,pc1,pc2,pc3
A0A0H4KN27,887ee397879ab8afbd28d6177644574b794c1ae7a1c250fc1267c5d9c546fd65,422,4,0.13632125,0.013530806,-0.24099967
A0A191V301,56d04336f476ab1b470346ad3acad2b8eaa140dcbbb408b086fc97ed3147851c,487,6,0.105319455,0.43327725,0.047055237
A0A1A7ZZC0,0c206a6a93a51c14ef83ad7967f0d504edc96115952012e4a4ba84dd1f44bc89,552,1,0.3180413,0.033451047,-0.18592589
A0A1S3G456,714e3af6cc2617a2d16cb0bea18ccf56aef365f5dc1de4a21dfd131859660bab,584,1,0.23296954,0.33540326,0.04880946
A0A1S7FYM7,ba3899c1f8cb15d3144a7e05ed98561cf534f94076b9e11194c98af84aa73f2b,398,1,0.22345155,0.06872238,-0.25332132
A0A1U7TEG7,396413f4a9a45b21956d3e5f6352068827e6d367a55fff787dafee0ee61728f2,552,1,0.30629247,0.043284774,-0.1646361
A0A1W7D2B3,185cde0571215fc5bf934e6e9fe072613b39df6d6f057f69093f685a15600bc2,473,6,0.101441555,0.43953913,0.046307318
A0A286X7U3,f954560a85d22f8527c79e29e8034673111d6b9dcdb2111477fc9f46b0ae208a,552,1,0.31898102,0.02025784,-0.17675151
A0A2I0MXD6,d17d3d4bdac43c642824ffa8c85c155ac4d08d05dce08659cd6625e9d24fcd40,552,1,0.3170063,0.03225695,-0.17796326
A0A2I4B9D3,cbc76ad3ba9aa15437599f93bae55a4f2919cede438a8f7b9f283fc6942df161,552,1,0.32166913,0.03061137,-0.19275612
A0A2K5CES8,fb1069bf77109de4cdbebc3d45346a7c109fd8133982f150b1dbca2aecd44624,552,1,0.3144207,0.03057187,-0.17354617
A0A2K5DXX6,5b29d886c9bc1a70c377c18b1551f83b201537d31b3d24e080c9443cc387c234,583,1,0.2505455,0.3253314,0.005761827
A0A2K5IY78,88356ce7d0442d2fc3e179a47d9fc03a9730e8c9f68e46532f61ca5d2d209f7d,582,1,0.249938,0.3383306,-0.009119158
A0A2K5P1Z8,c6b835905ee76285e6806b4003db8803888775dc465dd53e1407ab0d2c6304e1,583,1,0.23859045,0.3331016,-0.00054203393
A0A2K5R7F9,3a0e57b5880a2431926d94f92c62bb82da692a471f5706ee0c46bd9ec05b0fd4,585,1,0.22593814,0.327661,0.026186893
A0A2K6CFJ0,2860c38166f85c00edab1f7b45f4a28a576d6f396d686daaf5259648f7fa8526,581,1,0.23247495,0.3318973,0.001091863
A0A2K6FKN4,bcaf255070904a72a5a8443f6d0592694bbfaf12c019e4e7395b4dfa6e4c6a3f,552,1,0.31907555,0.024693156,-0.17699285
A0A2K6FUN4,b869fdd20bce1fadf30285b6e949ab7b8a7dcf3041cf5d4e80e5b5d111557e72,579,1,0.21216924,0.33207092,0.025703287
A0A2K6JY43,ee04b4ff50cb431a539eb57c20175d01d9eabc4c1f6fd68c17d5d1ffd1356d10,582,1,0.23605032,0.3310152,-0.0040990827
A0A2R8MRJ8,ccafa9e372d43c6e933ef5b745ea025e049d12d3ccce1167109aaa6f3ae16369,583,1,0.24924037,0.3214896,-0.0012577975
A0A2R9AEF5,a8461514e9ab37786fa26159a542a247677c4b039c0d334a99fc75df8c4c0703,552,1,0.31729752,0.028361192,-0.17524505
A0A2R9SWP2,fb9e9fbd99a7f596a598983bbbea47268a403427254191e90326632eb02b6d49,496,4,-0.040921595,0.028045561,-0.12819038
A0A2U3X3D8,c7e677c93b4e09026f3542fe0cc34e065716550e39d2cfb7b6ae7b96f64f47da,552,1,0.3158812,0.028460834,-0.17162421
A0A2U3Y6Q9,1dc052e5f4ec1eb302f5c8753f6eb23fcff91cade8e5b4a85468fd68e4eb73e6,552,1,0.3177407,0.024133956,-0.17547981
A0A2Y9DEB9,7189830bfbd41bba39f31788242ad8e0c298b710cd868c0e57e7ed121389f58c,552,1,0.3172875,0.026811214,-0.17257294
A0A2Y9DV13,ab05cd470eb155433155e3561b22e90679c3681f395539247c8ed5ba4907cb72,571,1,0.22009018,0.31068778,0.0022667262
A0A2Y9EQ70,55ef858babc6ad851f464e1c48b95cc17346b0ac18f537e30df74d669246545c,552,1,0.31539044,0.027348656,-0.17367105
A0A2Y9GCR4,8e70be161654d23e11afb5811c76666439f85b1543184c06245e4292f9292467,583,1,0.21653801,0.3333792,0.028960839
A0A2Y9H497,76a5c0ee9adefa192c5ae734fa1bb82fb9c8c0e3d72990021ebbd601611b4164,552,1,0.3174656,0.025927797,-0.17416619
A0A2Y9JJJ4,5e42726f8297b1e0896e0275341afc6e22d24d42fb32a6034a004e4c2ccda5db,552,1,0.31756768,0.024196101,-0.17546482
A0A2Y9LJN0,bf77d36d0f6ddfbdbcc833531964ba39f3c64cec6b6d7e54abb030276177cc34,552,1,0.3175561,0.02950159,-0.17423166
A0A2Y9NV24,bc676217a54d31e58c69235ced3c08cb7a13961b6953ba8499af5702424fc860,318,1,0.34262908,0.06261794,-0.15164416
A0A2Y9PGS9,5e26a2116e649a733230ca3c5e16f3e80ad226339e7e655ac9d439cdbc59cb98,582,1,0.2279816,0.32339302,0.018164065
A0A2Y9TB86,ef88a02dfde441d378f62b2234fb7e530c879ba41a68a46f3fcae57a7f9872cc,548,1,0.19634852,0.31182262,0.020400217
A0A340XVT0,45497b5126fd11c00b92318f70e3b1f69f60c69d07114891846ac5a8e62273d9,582,1,0.22199605,0.3266542,0.01953178
A0A341B2I8,13911ff968bd484c93f0009024d667e74db6e68e9a25da104a94862e565e2a8e,552,1,0.33029023,0.03248403,-0.17325534
A0A3B3BVB6,128dab8997d725202629efcb43f878b69313b0707de037314a06966596198e3b,552,1,0.30898967,0.045874093,-0.17138566
A0A3B3HTG8,b0726a20327ecd86cd8328c5acc6112a6091da3409e8c44bd27c0dd3082f0553,552,1,0.30824015,0.04620173,-0.16996057
A0A3B3QZ81,de2d96bb0470c23fd42b9462e3848059dd7249f0f25a014150c13a99b2b17b76,552,1,0.31449458,0.038214087,-0.18460816
A0A3B4UA36,3ecf9178428163cb68ccabea497f067e5033d86a1bc7c991b28287b51cf54480,552,1,0.3110963,0.042611904,-0.18228833
A0A3L8GD46,df0e6933aaba0c60d883ea8fc5b0e534f35abc48cd595ba8975d9109348f8c46,421,4,0.15898028,0.041909594,-0.21151735
A0A3P8W031,6e0be49d938ea8563635da62e12775246c277ae93dfdcaac01d783be9a935263,552,1,0.31505358,0.028944952,-0.1884725
A0A3P9BI18,cf37cc54f7c45bf9db2dca919f452d50c7d0799121df064cd7be6ffb50f3cd53,552,1,0.31464443,0.043973897,-0.17465416
A0A3P9PG95,34556bf2cdd9101c257ef91118a1c22780404a5fc17a8749c4b4d55e6b90acba,552,1,0.3118008,0.034942817,-0.1837641
A0A3Q0CDU9,78a79bc1b93cc28a47858521de12d3ef27bdb9e2b34de4baa2c6ed3232cc155e,581,1,0.2522072,0.30508837,-0.0061730393
A0A3Q9ENJ5,acb99e46d3b808abc92b49770c243aa4a95044407b85ad3c72bb4f91c37148cb,439,1,0.26817676,0.2798028,-0.12631384
A0A3S4V413,7edcd3306aece496611c03436d3dedbdce6708620f678e99c31a6285b7e610e9,504,1,0.2548497,0.32882908,-0.08845458
A0A3T0I722,284d0f34e354247cc98f51d9ef7fc5b05146145d174186399b762b41ce0f66d9,452,1,0.20128015,0.10493164,-0.17054771
A0A452FT09,5bd653c751acb6c820e489790eecf3886b6af43c41004cc29d01d11fea80f2a1,582,1,0.22386251,0.3257709,0.022621134
A0A4W3HN59,6a6148aa8dd7a2bf324df48d0c3ec5fb7925e469477be4e9bf242079cec3dd5d,552,1,0.30100405,0.04709759,-0.17458558
A0A4X1T4U1,e70e217a146eab474d67569171589e9c76116ab1c505e7116cfbf8f8593e1fe9,552,1,0.31725204,0.016842037,-0.18028228
A0A516X6T2,bdeef1733e712a7c82703328b71fd65e1c0240c6f4a50ca68e0cd4bf55b8a5ea,523,1,0.2441921,0.3559472,-0.022942955
A0A663DS67,ce8e9f2a888de622d5647fa91cda595ad8a1e7ecb70bae3e3e578b7dce690b52,552,1,0.31491652,0.025868423,-0.1793072
A0A669E932,7fb1faae041dd59d22fd2a11728be402b1d4fe38e90113456c8d3dad488e4abd,552,1,0.3212398,0.041063394,-0.18274802
A0A669P9B0,e2d041e86f0edb624e3add3e8d46bab2a5ae43b0fac9c713f9983a02301bc777,555,1,0.31794256,0.027724141,-0.17693467
A0A671EML3,66c671de900a102b12734faa569efa27232c5679d2c794c1b79711c82f4410fe,582,1,0.2381939,0.32672784,0.0005965819
A0A671EZC7,a23bda81da79a7ff1af9f6134253d0c86cf8a3d97e3f8ce0c0d1d38870e214c0,552,1,0.31323674,0.02801506,-0.16673446
A0A672U0L2,983979d928d2827371ff5983898ceab3ab9911902a1d3a5218fb78ee763c72af,552,1,0.3123654,0.025839888,-0.17990547
A0A6G5RH21,3fbc068ddfc25bef69d014c6fabefd64e81fa4bed687bb6fb04cbc17e317ba1b,443,1,0.25430918,0.31171075,-0.09949028
A0A6G7XKF6,56a425e8f3ec41786760452aabcae8d14b50475b212312fb8f6a24e998725428,407,4,0.0951263,0.27620327,-0.088938236
A0A6I8PBE5,9bff1366ad163d4e46f5c657f66c3f171d7e2bc5abec460bfab867a238c81db7,580,1,0.22777574,0.30747807,0.013177864
A0A6I9NQD4,a8438f4aba233b4462bb81eebd946eb7dc03584507288d5c85ffbc84cb124323,552,1,0.30487725,0.053302284,-0.16869497
A0A6I9Z0A4,330da116ffe049464b0f5070e0bca72dba85e009a235fd3fa235887935e53138,555,1,0.36605492,0.051809352,-0.17686549
A0A6J0TUD5,c00ab7ed38f43e8a6e7ae355b8b54e7b989a134249dc899adf84707bc8b5c5ce,551,1,0.31174332,0.029803157,-0.18132569
A0A6J0YJ56,8f1c424483ab7b0b90c4d4cd03328f97a32ec1157733fcff925f05a8926a44e1,552,1,0.30930123,0.027350191,-0.17904314
A0A6J1VQ40,1f95da6e8d48b1e38c3cb7258c6cb6ab4d1103672eef77f87ab25dc370b4e179,552,1,0.31212926,0.03701292,-0.17856403
A0A6J1XKB8,bd295c11ce515d10b44839fde798091c92ba4cc8c4ed3788068e86fb926284fe,581,1,0.22073993,0.3328921,0.028720282
A0A6J2F0W0,42e3f0201f9b831a4cb100dbd49decfc9166e9a0a0e3f86b03de32c9cf29d886,583,1,0.2380973,0.3335751,0.020522594
A0A6J2N158,0cd86143e444c59debeb5c93a183b809b6c1ec134e71170029dda5d807d8e16d,582,1,0.26630563,0.31090352,-0.030401956
A0A6J2NHQ6,f6e7ee232eeb125ba0818e315200b8e9e644765f97a54034ca71ad6947e49654,552,1,0.3170638,0.02602821,-0.16947295
A0A6J2RAT3,fe333bf5c823f808c8956b4a4c63dd450183011eed9ac5270a94efaa98886678,552,1,0.31434947,0.043388944,-0.17627889
A0A6J3CHV9,81867549909858d18722d2785323b6ca8d385b8a3a8e5ac15fc3473046c3a1e0,561,1,0.3340318,0.017968195,-0.18437922
A0A6P3HF75,5f6274cbe841acabb6407d01adba20987d07b6318b1c8f2881908af2c1ba9277,552,1,0.30927822,0.041790247,-0.17041135
A0A6P3QJM3,829382e46d3228f0509c9a97cde2e1150f136251b8567bc6c592f0a704b0c773,552,1,0.31587902,0.028881047,-0.16465856
A0A6P3VV61,df360e950d5fd6a3cebc786afe56005ddccb05a61a8482aee2756c206b8feb17,552,1,0.31340945,0.033257455,-0.18169631
A0A6P5CSM5,aaf894dc99cee191d14ddd7a8f42720b5c5e56d2702ea6a8f7c031459f1b7c8c,552,1,0.31687865,0.041344736,-0.17078334
A0A6P5IHP9,961dc06c1139e7b95cb46f354a82f54e33ce30d618f6b35a76430a1fa5f8a469,552,1,0.31749827,0.0389587,-0.17600916
A0A6P5LSY7,7d5d7b884da03672ab42399ed95a8ed60a666c81b75dbf0fd3d4179c8daf7f94,581,1,0.27265403,0.27809536,-0.033093907
A0A6P6LL88,c0c753da2b87bfd58d3bc966d56b5ce70dea200a23999ec399db94422e8687ef,552,1,0.31664166,0.02494767,-0.18875164
A0A6P6R3Q0,4d3939fdab3a2a32cb2cef8c97c74591684833a68de3f1d5bcab68175999bb07,552,1,0.31669074,0.030131945,-0.1907721
A0A6P7KU96,1da5acc7a6202c1cafceb68b6d8141939c8a7d010d73f0fbefdb88c944643924,551,1,0.32580554,0.02710809,-0.18687604
A0A6P7QM07,e99a0f5f1e46329a0f4f508d21cbd1c89b9cd5c4e09f430d90ef1c06f7a139c2,579,1,0.25400558,0.31012934,-0.009776599
A0A6P8Q6X0,34d3fb1623085f0e2d34a1bbcf100dc07bd907930df94fe6c562644c3aae01d9,551,1,0.3072027,0.036317237,-0.17758021
A0A6P8V2H2,644b77c8ae3a404f8c886ef2e2aa232257217eb1e2e040a60e908cac1dd47f3a,552,1,0.3062902,0.054705698,-0.1695384
A0A6P9CFW1,b1e5f13a22a0a10952fb1a47475dae438907737604486634de3dad491d57ac85,552,1,0.31161317,0.03665668,-0.17872612
A0A7G6YCR7,ade56bc8f365a2efa54c983c0ae91e060cb19fe9369a25dddd8bbbdbd72e0605,441,6,0.015586909,0.31781888,-0.042924102
A0A7H0I2K6,aa2994862212f5a0e8f8ce2c9a934c31938cb57ba5380c41d342edd189ff5a2f,496,6,0.12808919,0.44384134,0.048599433
A0A7H8XIR8,dd9117ec974470db40b2fd9526ef745825829f1cbfae336da8530d7fc74a6eb7,458,6,0.0852,0.39758036,0.014348817
A0A7J8C211,ed2d305f05f1b34b215d19057f313cc06c6d208c94d95802ecd71a2367e6c435,552,1,0.31684056,0.02909825,-0.16813372
A0A7M4EQ05,f70878615f1603a48a5bc14b1c4e1fb8fdd6bdb7f07f5e8efdbe1b9815484984,552,1,0.30817413,0.025504101,-0.18436792
A0A803VI94,3c9fea5f9a1566c474fc513d28c7bbce4d37ab01689d7d431cd0f3d3f9fa2b7a,553,1,0.31501192,0.027327325,-0.180336
A0A8B7EUA0,27acbd4d7c0b83f3baf6a07119326d5638fa704588739c77dd02d87fecc0d0b5,552,1,0.3179381,0.02657819,-0.17500749
A0A8B7JMW3,72c2068ee7dda674d6e9d8ce8d9a9c6d4176fdb8870bb70035ce5225555defcb,552,1,0.31450194,0.029678266,-0.1787282
A0A8B7T9R3,4e183ae4318926f97eb804bbaa44e840ca33fbefbb27a1c0e32eedc9a20ffb75,569,1,0.34414178,0.032052446,-0.16892111
A0A8B7TQB6,9770c57b77cc97cd98b8ec9e56a95681e91d9829c2c74d9ffae992ca271b39c4,526,1,0.33080912,0.027118327,-0.17960863
A0A8B7TSZ4,898a00bc2b0ee7a9ea442470056ad2cb1129375e75a8f8cfe26a6c986859b053,582,1,0.25180653,0.31569168,0.0020513707
A0A8B8RZS2,9c038c5798812464a0c427c42404e9e618157462c23d499d5800578d63404366,282,1,0.5799108,0.12202851,-0.12230791
A0A8B8S079,06808993e2ef59984f1afb508324d91ad067e4e14f368773899dde2ceabf4b1b,552,1,0.31747958,0.026016705,-0.17264847
A0A8B8TNJ9,7fab2ba54b5cee1ba17bc28e7a99dae7220c8b808d215c8f5a9aafdf1115ecbc,585,1,0.22189225,0.3322437,0.027710032
A0A8B8VNK3,d9dc7c2ade42fbe4f240ba1976a483ad9cc9d0764d4804d6d4a29455f92f355b,552,1,0.41499704,0.051078204,-0.17861927
A0A8C2LAN0,f0684ef45824b83d4480bab86fa60fd951943b8e0382d6dcfb43d37e4db0674e,552,1,0.31794414,0.026514854,-0.17595093
A0A8C2T195,86aad1f338a33d82bc57df8f59dcc82ff9ea62be3e9d7930e39caefaa9802d89,552,1,0.31342006,0.026885655,-0.17768791
A0A8C3G6W6,53901ea1ecde962f10db7202fbe996c93bee6cfa05911c0833fc7c88c7ead626,552,1,0.31662077,0.036750093,-0.17923152
A0A8C5YKH1,b84a6e4d2609a21f142b5384b295671fc626cac0c951caaac3b09f815adb87ed,552,1,0.31930852,0.026497923,-0.17555107
A0A8C6RDT6,bab5c25bf1a3d46c46e70ae10e6f86caf834f5e304863759a7db6571066c0b39,582,1,0.25476623,0.3213186,-0.00433852
A0A8C6W6H3,501a221598ff050671060a0e711f35265cbea7f27066cd813f92b1d54ea7588a,552,1,0.3159746,0.026520306,-0.17440206
A0A8C7EAH7,e983fd9743407758f61f78f3e6b2cfbc96059a13685ce48cc2b7510f61dd9931,552,1,0.325922,0.02145132,-0.17374264
A0A8C7N8X3,7bd263b2dcc3728143568539dd364623ab01f930541199b5fa18dad77b2bfc1e,554,1,0.3088501,0.035686113,-0.1826911
A0A8C9C5J0,b2d4d9a119904dc2f24bf2653d2de51aa6b5336adbd0ef63fd21261d40edfaa9,582,1,0.22679901,0.32539618,0.018029543
A0A8C9LSC9,a45728bf8c1a58ca930a322e470bacb341a3dd21f729964722ef14eba61d1f69,583,1,0.23563792,0.32472813,0.008118158
A0A8D2LSD6,01cce81a8adb5359c88149a7d905f8a2ca7a97642be8a15c2ec95247763aceea,552,1,0.31715214,0.035624713,-0.17899214
A0A8D3WD97,7f92eb95e86895fa451944c29974bc2df4c92313a9cfff5a2a695d4a5949a0eb,492,1,0.16797307,0.39122337,-0.003069178
A0A8M1G694,cd479eaa1075bb45a8210e924345d163c915897faa39b9715b467fdf9ffa2977,583,1,0.23768134,0.33117735,0.010416356
A0A8U0NIF7,4532534e30ec0b7652ebe3579d3d25ce70c17bac555c7a2371db28c7bcc9d4b3,583,1,0.24412662,0.32793295,0.0075294394
A0A8U0U935,51eb3c5a06c33b98f9a7b7cfb50ec14d585bff97758f5d1a07f9135396b3ac1b,554,1,0.30385834,0.039714195,-0.17572686
A0A9L0JA65,6c73cf103d5b12bf8970c7e86d48a4830753f178bc5695c174b86100fe498c66,552,1,0.31370583,0.024945645,-0.17463964
A0A9R0BBX4,36dd5a53ee37653c2b67be56d43cc259447447aaf6476273aa59768216264cc3,552,1,0.3130738,0.027787969,-0.189489
A0A9V1G596,f367e12d42fba65f74308363f8f757c55039971b559db059a0bce329e6f6dde0,552,1,0.3183308,0.027530523,-0.17385103
A0AA97JQC5,949df54fa5726fb876d5d6fa7a3f9070e0ca0f140ec45708832122bb06182412,552,1,0.31522012,0.029645417,-0.17822438
A0AAJ7PUV7,436ccf6cc3d29f621e7d2802e4789fa21fbcff3cf8dae1d53edd0e840f8b6ce7,552,1,0.3059981,0.041981466,-0.17629829
A0AAV0A2U0,f7f2677ae9070459a5913ba10ff6f2bbafa7ea36f4785d7568111cfdc19c30e2,552,1,0.31456116,0.029366069,-0.17262943
A0AAX6Q7M8,5b261c39153807ccd329e29cf37e246286e8de0811301c650242e1cefa113d3e,582,1,0.23095119,0.3449942,0.021458188
A1UM64,b17acd2e145c4d280b4bc952ee76ddd732c7a5052cca64cfc1ceaa256def1986,485,1,0.15874371,0.34521955,-0.04241194
B1WB39,8b8ae867487aa05db77a32f8370ca4ac1d0f5dc35b578dcd12f9fa4571105433,590,1,0.34441885,0.061055165,-0.16021642
B5U9J9,32d8cf5613fae596d5364f423d3727c2f46fdda35bc87c91f90231c4eb6069e1,581,1,0.2339169,0.33003867,0.015988044
B9DVY5,51d52190c0ba93fa624eab04b72abd52f0c1c6942c5a5fc85b019dd14b270fa2,417,4,0.13867375,0.03396111,-0.22589023
D3EYT0,f954b83beeb26f790a4cea5606370504c610aba795784d337f54646322d68245,433,6,-0.024622958,0.30307752,-0.041330814
E4N774,d95821fc6594016c0a608a4a4da69bf2bc3d0d763a692dd5b9d35e9af0579c92,465,6,0.060284402,0.42065656,0.03445532
F1MY60,d3d91628decbf21c487fa4e27668a0b467c83f1371248c3af3f5c19168c3ff16,582,1,0.23463641,0.3173342,0.01594436
F1N1R2,e7da2c03fd0e2b4fbab7a020ff752f1710d23d55aa590c8b76baaa75dffe121c,552,1,0.31579345,0.027379328,-0.1743624
F6PG32,343f9be77bb01cb9dab3ad43d0bc09bc854a7f60380fb2a622537891db5a1df2,552,1,0.31761608,0.021833703,-0.18027765
F8AXP1,f4f266416ff962995c765a88965d84dc49f5ebb52c3d3529c042dcbb5d436072,437,1,0.15348814,0.3381417,-0.08430139
G1P7Y8,b71e7deb7438e2dfdb6efb4b80d9302be5e09fd76016a4cccbcf07e9c08b73e4,552,1,0.31314346,0.028458677,-0.16794373
G3SMT8,34baebf95290c817fc289fb403611623e99213b7d52c1e488656c6c8a7b58bfe,552,1,0.31740406,0.027839862,-0.17117848
G3VHS3,0c85d4865ec14bd80a7e301d8d558520e023d44dacd7431171730a09863721f2,579,1,0.24860604,0.30956894,0.004427409
G3W3U9,6923a6b1e1713d08b847508a6410f16ee3c6e90439bd3b19a326e2580a26c4ea,552,1,0.3173334,0.030364543,-0.18073906
G4Q573,3b3a95e42bea7e7e34a4c84c7cc8d8412c9ba64661326618d6ad7254e5d574b0,574,4,0.028873261,0.08443646,-0.11544213
G5AY81,7f5dc9e43c83d840b0d8a02d4ee404fd7b46d453ddb9e6c28ff510e34de4a4ad,552,1,0.3167845,0.029976375,-0.17196783
H0W867,7d346416fb3ce6f9951f878861bb6a1749bc5a6720a9c3dbf8286f90146a0c4f,581,1,0.24218416,0.32229784,0.006604891
H0ZQ87,1f4055da7b973c2376cf62d73317a874a06da8dd91103dbe635388ce1e6fd50c,553,1,0.31510484,0.032028582,-0.17824349
H9GSB1,cb39fd3ccde4f8aaab54ae2e090931f9a8658c88d5d37e029f8515c7a0805279,552,1,0.3129662,0.03542197,-0.17789905
I4BPT6,a5040414b31773a8f053395fe44bbea6cf48904879cc3e5411a7e24854048a8a,477,1,0.1762559,0.31453142,-0.07299542
K7FKB2,f2651bf695d2ce108066e6642690e8766e3213fa4f79e1166b3fbdcf186f3cee,552,1,0.31365505,0.01793419,-0.18447207
L5KA51,2c8c8533d864ff8bd1de6ff825a8be61345e38c56a86c088cb1b53901966743d,552,1,0.31606442,0.0284376,-0.16688876
M3XPW5,3663060413bca57b169ecced5992668c7fe8c95493c867d32bab5c986f1b833b,552,1,0.31482354,0.025056355,-0.17238615
M4A3J1,36aace856defa99898e12c3e0ae81a5be30d3fa8f06e824a6fe9d2972b2bad2f,552,1,0.31058154,0.036689773,-0.18255728
O00219,918bff97e2a47f6de6a1fdbbcdb013cc6225d39e4c6e85d32c9ff98f7b52c233,553,1,0.28160822,0.13962203,-0.11997971
O08650,4ffafd75ca5f19d7eb756b28ea29a86e1aae4d50c234d413d3a9bd127eae3cb5,554,1,0.28914154,0.13633153,-0.11444934
O57424,f9c59222909236f8899efc6dd3fdf4cf0c50f6a19cda2cc8d21788ea99dbe3a3,552,1,0.3259609,0.030629072,-0.17761663
O57425,4f3a4921b19b72f7ad11915dab15654640f4d9cb698d64455a2b78ea53f2b10f,574,1,0.31616268,0.20071733,-0.073514186
O57426,76ca776ad470b89bc3c34316ce2dd3296a0891d7167529a1078c43303ea48ca9,557,1,0.2918203,0.13028017,-0.088718094
O57427,0805bd9eaf62753d0d3a6566a3f781d1131119b66fe2d4af745aa3f6ab1ea2a5,551,1,0.32419354,0.049146935,-0.17772861
O97711,97d650f3c71d65c0ce6e2eefc75b0312149dfcb5efe8e4feb05182531bc7af18,552,1,0.31444538,0.027082928,-0.17190333
P0C0H0,61909e1dafe4a9df27b59e76afab82fe183f504fc16a9314612e26da281b7648,419,4,0.15416668,0.035890244,-0.23667412
P0C0H1,c29f0f62c8ebd903dd40764e41adddeee8ab6e1795a82ad548867c8aa0dce3c3,419,4,0.15826723,0.031254396,-0.24054465
P0DB60,88ea697cc72ab0dba4ea10ce7b567673f910673b249c588ca02dd0c84c50b08f,419,4,0.15514167,0.039284945,-0.2374565
P13563,99bfe1ea9effa4adfa3102d0f3ff995b57e6636345dacb11b3685347fbd43db5,588,1,0.3303544,0.028364426,-0.17874503
P70312,01e5f39c8cade6b2d114d15860423479549e2e68e8e031a6b45802c99d3477b2,552,1,0.31593356,0.025990976,-0.17465866
Q5X9A9,56aaddc980813eb39d8bd509bf09120f16c9ffa2e06d0efa071207aacf3b518d,419,4,0.15604863,0.03741446,-0.23710904
Q61647,6aa94fcd52ed438c7127ecea7977f8936198ed59cb109efda9d1b5f60be76db7,583,1,0.26634023,0.31096435,-0.014427308
Q8IYH3,67da2e7afb770e7a6a8cb9072da47368b87af11e96da6da1df86604caf42df2d,577,1,0.23254097,0.32701874,0.008637555
Q8SQ70,a2589ae315bc4844c93bb395ad42de9d9e49a10c223c0a0ff7b5caa528516d9b,552,1,0.31428516,0.02504335,-0.17245065
Q92819,a3c5ae1254d7a75a17da5f237eb3c4172cf7f635724d4f88f817e4fc20db0ebb,552,1,0.3182449,0.027819289,-0.17603298
Q92839,4623e8eee646bd710f4817df7f368fb0200c0e132028466e1e98a3fd27048072,577,1,0.23404782,0.32692602,0.009041293
Q95M16,55d83b9fca822c51f36d536a567e27c5f8a15700d2299daea0492df1e302c05a,552,1,0.31825805,0.028357962,-0.17243944
Q9DG41,d763364b7506e14f7858792adf31f35387f8b7c2a2578c1eca41844477c6c3ca,552,1,0.31673327,0.03342492,-0.18612202
Q9FBM8,8dd2a18d5fc99e2bc089f71722a70cbc4bb669e7559bb2e9ec2383416f636b25,487,6,0.113134645,0.45276612,0.054388795
R0JWT5,8529759577b31ee5a9f8d0d6cbfc7bedcc991b5f5088def52e9980b998354221,552,1,0.31846395,0.019094994,-0.18428981
W5MSA2,0038a6d9636ed6cfece665d547772d730ed327ed70bdf6b06d7c3131d4c07985,552,1,0.31515336,0.030301144,-0.18605785
A0A384L9K8,f6ba4a99a59245967c067cde14c5b222cc31a51bcddd3bd2132a90dbf3c196c4,460,4,-0.1536526,-0.027685732,-0.10661557
P16661,9c7c2beded6405d994897a43e13aec8e6628ce2f502bb8746566e4c3d78addb8,449,4,0.20900884,-0.014967151,-0.23162985
P27128,75ba75969ba1e7bff5bd86066692773ddebe6488233bf4e7bafd39a619760f86,339,4,0.08288318,-0.021656761,-0.22279443
A0A6J1DSA6,4744abc5eae43aaf26e3dda3e0f9d3a951424b103563977574996fd20102893b,334,0,-0.25101027,-0.12345735,0.10209953
A0A8B9R526,44ca841239054cf4627c1badf50b9923e3580eaefde081e252d595ad425ec957,559,3,-0.03687954,-0.121299535,0.09836346
A0A8D0CTY6,2839874e800ffcb061fb554ef991cd5004f73dfe11b1d188cf5642c523077de8,559,0,-0.090717085,-0.12237993,0.043814693
A0A1S3SWI0,94072624249ab38d6f42d9c08fe15a7775a0febdc8dc420f92f1152baaa65501,335,3,0.24629495,-0.061251733,0.075512245
A0A2I4CKY5,a4ef59dbd1d7a0bd1662efa6cb2d6b0596373bab63ec36f9917d7f31d2cf1178,564,0,-0.067225434,-0.107501104,0.10193406
A0A1U8D6C0,403ed15cbd0e34773757cc126839db9b569b8b130419ffaf3681bde621a26701,239,5,-0.30084512,-0.20214294,-0.12273663
A0A2K6B0J2,03078310be1f0039518b34628d8825751b4020dc1f6e7c56de961bf00e8af3b9,353,3,0.19554919,0.08422187,0.093704544
A0A4W3J1C0,fd9ab3361978076eb7f5ac6cd0ea3fe0353464d76e38233b457d30d61fef05c4,354,3,0.11048704,-0.13033047,0.046695355
A0A182F6A1,1a65e81d718915070591762cd94af1fe73906599714113970c294ee65099b179,240,5,-0.46887133,-0.20223178,-0.16948806
A0A384ADH2,b681c22fe849a683ba7d0d628f7cca0f0003a9fde3fc440fea826255bd58f337,260,5,-0.4391014,-0.21939409,-0.10412595
A0A8C3PBN7,1f1e3db763deb7d079d5e0c25bbf6c0999286af3a5e5372c13f363475ab5e4d4,567,3,0.005237725,-0.14072677,0.05696909
A0A2K6NJ11,2ffa474b265b995a8bfd639d00e9ddc2b6a3e0fb445ccea9a92eb0a3cfcd2063,373,7,-0.09172799,-0.0077361586,0.30021232
A0A3P9AE02,60910f300babeccc5b4ada038533e098903995a04421943133649e578f076180,364,3,0.013366943,-0.22706752,0.05117844
